source,target,partition_col
14-4175,14-4253,14
14-5474,14-3299,14
14-5432,14-1859,14
14-4199,14-5345,14
14-3764,14-2583,14
14-4440,14-5383,14
14-5135,14-2930,14
14-5106,14-2492,14
14-4051,14-2926,14
14-5256,14-3052,14
14-3489,14-672,14
14-4919,14-2620,14
14-2222,14-3294,14
14-2872,14-5768,14
14-5204,14-5150,14
14-5351,14-4897,14
14-5343,14-1720,14
14-5454,14-2894,14
14-786,14-5265,14
14-5566,14-3850,14
14-2923,14-4670,14
14-3610,14-4375,14
14-4232,14-1290,14
14-1389,14-4022,14
14-5109,14-1647,14
14-2757,14-2322,14
14-2578,14-1328,14
14-4613,14-841,14
14-4379,14-2016,14
14-3086,14-3461,14
14-5611,14-2218,14
14-4989,14-1354,14
14-5498,14-2680,14
14-1102,14-3737,14
14-4951,14-5434,14
14-4049,14-5204,14
14-4056,14-4847,14
14-5271,14-4339,14
14-5096,14-5284,14
14-4282,14-1586,14
14-4779,14-1531,14
14-5257,14-4465,14
14-1667,14-5406,14
14-1899,14-5587,14
14-811,14-1904,14
14-2264,14-4762,14
14-5757,14-5657,14
14-1301,14-3650,14
14-2010,14-603,14
14-2248,14-4930,14
14-5088,14-5208,14
14-3203,14-3082,14
14-2781,14-4671,14
14-3015,14-5433,14
14-962,14-5626,14
14-5307,14-2432,14
14-4156,14-1668,14
14-3815,14-5173,14
14-5538,14-3033,14
14-4421,14-5246,14
14-3511,14-4346,14
14-2520,14-5249,14
14-5532,14-4403,14
14-2325,14-2597,14
14-2270,14-3795,14
14-5560,14-4646,14
14-1742,14-4789,14
14-5708,14-1988,14
14-4860,14-4616,14
14-2666,14-3910,14
14-5132,14-5800,14
14-1300,14-2234,14
14-4751,14-4243,14
14-1859,14-1072,14
14-5801,14-3550,14
14-2609,14-3631,14
14-5502,14-299,14
14-2506,14-2145,14
14-5229,14-5194,14
14-5390,14-3186,14
14-4861,14-5392,14
14-3717,14-5690,14
14-4959,14-5782,14
14-4953,14-5687,14
14-5610,14-4215,14
14-4099,14-1522,14
14-5681,14-1364,14
14-1735,14-4507,14
14-4884,14-3727,14
14-4475,14-4594,14
14-2324,14-3641,14
14-3812,14-5449,14
14-5509,14-2635,14
14-1085,14-3156,14
14-5620,14-1787,14
14-2178,14-5401,14
14-2785,14-4545,14
14-5341,14-5439,14
14-4003,14-5661,14
14-2467,14-5405,14
14-5039,14-5315,14
14-5315,14-5501,14
14-5313,14-997,14
14-4449,14-3095,14
14-4896,14-4788,14
14-3128,14-1643,14
14-5494,14-5560,14
14-5488,14-1067,14
14-5107,14-1649,14
14-4726,14-1650,14
14-4618,14-4245,14
14-3102,14-4583,14
14-3523,14-2795,14
14-2645,14-4271,14
14-5681,14-5855,14
14-2866,14-1706,14
14-3362,14-3249,14
14-5777,14-5110,14
14-2530,14-5576,14
14-4234,14-4650,14
14-2894,14-5431,14
14-5024,14-5816,14
14-5715,14-4655,14
14-5715,14-4390,14
14-5690,14-4156,14
14-2712,14-3463,14
14-5714,14-3172,14
14-2119,14-3267,14
14-4360,14-4973,14
14-5215,14-4523,14
14-5219,14-1459,14
14-3318,14-3884,14
14-1637,14-2903,14
14-4124,14-3855,14
14-3034,14-5785,14
14-3759,14-4577,14
14-3287,14-1091,14
14-3325,14-5852,14
14-4978,14-1942,14
14-5211,14-5654,14
14-3737,14-1669,14
14-5754,14-2523,14
14-1967,14-411,14
14-3527,14-3855,14
14-4238,14-4977,14
14-2037,14-4693,14
14-4114,14-4348,14
14-3062,14-4290,14
14-5353,14-2815,14
14-5848,14-1586,14
14-4258,14-3702,14
14-3544,14-4964,14
14-4624,14-2969,14
14-5288,14-2470,14
14-5332,14-5177,14
14-5828,14-5375,14
14-4655,14-4267,14
14-1872,14-4713,14
14-3937,14-3202,14
14-2523,14-5213,14
14-3470,14-2607,14
14-4501,14-1813,14
14-3634,14-5261,14
14-3616,14-5525,14
14-1234,14-3696,14
14-3162,14-5760,14
14-4734,14-5435,14
14-5684,14-3521,14
14-3582,14-5198,14
14-3430,14-5203,14
14-5274,14-3882,14
14-3173,14-3717,14
14-3794,14-5794,14
14-3793,14-3192,14
14-5566,14-4883,14
14-5533,14-5327,14
14-5788,14-5859,14
14-5292,14-2622,14
14-738,14-1974,14
14-4460,14-4010,14
14-2231,14-4781,14
14-4368,14-4300,14
14-2692,14-5686,14
14-2953,14-2719,14
14-4899,14-5389,14
14-1710,14-5834,14
14-2550,14-1178,14
14-4246,14-3511,14
14-3257,14-5492,14
14-3206,14-5122,14
14-4483,14-5618,14
14-3229,14-5466,14
14-5760,14-379,14
14-2702,14-3913,14
14-5289,14-2389,14
14-3808,14-3934,14
14-4154,14-5790,14
14-3890,14-2605,14
14-5071,14-3151,14
14-3140,14-2201,14
14-1847,14-1814,14
14-5627,14-2942,14
14-1399,14-5704,14
14-2184,14-2851,14
14-494,14-557,14
14-3866,14-4990,14
14-3957,14-2787,14
14-5794,14-5773,14
14-5116,14-4115,14
14-5293,14-4063,14
14-5838,14-5408,14
14-4672,14-1595,14
14-5200,14-5655,14
14-856,14-4318,14
14-1364,14-5744,14
14-5553,14-3236,14
14-4597,14-4663,14
14-1155,14-3783,14
14-2307,14-1158,14
14-4622,14-3099,14
14-2648,14-5841,14
14-4366,14-5307,14
14-5362,14-2322,14
14-3513,14-5129,14
14-5324,14-5735,14
14-1281,14-4714,14
14-2342,14-4918,14
14-4457,14-4067,14
14-1940,14-3886,14
14-3729,14-4391,14
14-3125,14-5094,14
14-4632,14-2358,14
14-4910,14-4275,14
14-3787,14-5503,14
14-4439,14-2063,14
14-825,14-2105,14
14-4992,14-5181,14
14-3440,14-4661,14
14-2056,14-4149,14
14-3366,14-2774,14
14-4124,14-5410,14
14-4823,14-4067,14
14-3208,14-4023,14
14-2799,14-5602,14
14-5385,14-4265,14
14-5747,14-3391,14
14-4899,14-3311,14
14-5282,14-3389,14
14-5498,14-4422,14
14-5697,14-1587,14
14-3438,14-2372,14
14-1948,14-5157,14
14-5826,14-2407,14
14-1161,14-1745,14
14-3158,14-4141,14
14-3939,14-3052,14
14-5433,14-5152,14
14-3588,14-5488,14
14-3147,14-4864,14
14-1279,14-4321,14
14-4947,14-2578,14
14-4842,14-2184,14
14-3977,14-2331,14
14-3489,14-3828,14
14-3582,14-4335,14
14-3621,14-5399,14
14-4983,14-3262,14
14-3826,14-3814,14
14-1987,14-1023,14
14-4119,14-3803,14
14-146,14-4759,14
14-4738,14-4337,14
14-3645,14-2356,14
14-5227,14-2811,14
14-3287,14-1657,14
14-1399,14-5736,14
14-5662,14-2184,14
14-5348,14-3316,14
14-2857,14-5776,14
14-3700,14-4050,14
14-3313,14-5225,14
14-2747,14-5819,14
14-4126,14-4747,14
14-2146,14-2036,14
14-4257,14-5297,14
14-3465,14-2612,14
14-5351,14-5510,14
14-4577,14-5474,14
14-4827,14-5702,14
14-4557,14-4684,14
14-5274,14-3719,14
14-2996,14-5740,14
14-4384,14-3009,14
14-5265,14-1858,14
14-4492,14-1962,14
14-4507,14-5113,14
14-4371,14-778,14
14-3827,14-994,14
14-3473,14-4951,14
14-4423,14-661,14
14-1539,14-3723,14
14-4185,14-2934,14
14-5585,14-3025,14
14-3538,14-5764,14
14-4319,14-2719,14
14-5063,14-1534,14
14-4324,14-2691,14
14-3252,14-5358,14
14-4327,14-5417,14
14-1739,14-5434,14
14-4684,14-5246,14
14-5153,14-5103,14
14-1480,14-5574,14
14-5856,14-2201,14
14-3365,14-4149,14
14-4687,14-3087,14
14-1062,14-4600,14
14-4942,14-5735,14
14-4308,14-4391,14
14-5449,14-4945,14
14-944,14-4853,14
14-3957,14-5382,14
14-5127,14-5265,14
14-1165,14-5702,14
14-1506,14-2550,14
14-4145,14-4863,14
14-5605,14-1339,14
14-791,14-4657,14
14-2564,14-5435,14
14-3407,14-4956,14
14-5073,14-4120,14
14-5169,14-5056,14
14-5605,14-3277,14
14-5611,14-3593,14
14-4439,14-450,14
14-3578,14-5176,14
14-5247,14-5833,14
14-5582,14-4701,14
14-3813,14-5773,14
14-3245,14-4311,14
14-1679,14-3627,14
14-3626,14-3528,14
14-4884,14-4360,14
14-2482,14-5008,14
14-4998,14-4665,14
14-4505,14-3504,14
14-4653,14-1870,14
14-4756,14-4811,14
14-4705,14-1189,14
14-5421,14-2497,14
14-1594,14-4262,14
14-5489,14-4124,14
14-4947,14-3047,14
14-4651,14-3515,14
14-4214,14-5116,14
14-4014,14-5813,14
14-5556,14-3782,14
14-4694,14-1204,14
14-4141,14-1851,14
14-3863,14-3917,14
14-4306,14-4716,14
14-5189,14-5010,14
14-5521,14-3807,14
14-3623,14-4440,14
14-4173,14-5526,14
14-3353,14-2937,14
14-5530,14-5442,14
14-4672,14-4623,14
14-1549,14-4806,14
14-2417,14-4031,14
14-4914,14-2491,14
14-5498,14-5152,14
14-1895,14-4505,14
14-5855,14-2574,14
14-5029,14-5292,14
14-2904,14-4855,14
14-2038,14-5829,14
14-4937,14-4868,14
14-792,14-4797,14
14-2703,14-4186,14
14-2960,14-5039,14
14-3148,14-3571,14
14-4924,14-4439,14
14-2845,14-5434,14
14-3508,14-2601,14
14-5074,14-2581,14
14-5682,14-5048,14
14-2449,14-3492,14
14-5854,14-5616,14
14-2863,14-4096,14
14-5502,14-1869,14
14-4521,14-2928,14
14-3017,14-5254,14
14-4778,14-4396,14
14-4444,14-2607,14
14-1353,14-3712,14
14-2145,14-1750,14
14-5762,14-5666,14
14-1666,14-3479,14
14-5781,14-4005,14
14-2831,14-5664,14
14-4848,14-1338,14
14-5843,14-5817,14
14-1488,14-4515,14
14-5672,14-1075,14
14-2938,14-3165,14
14-5607,14-3626,14
14-5583,14-4907,14
14-3289,14-5063,14
14-3506,14-4450,14
14-5179,14-5154,14
14-2540,14-3511,14
14-3731,14-1520,14
14-2241,14-5466,14
14-3940,14-1382,14
14-4564,14-5230,14
14-5092,14-3902,14
14-5441,14-4141,14
14-5519,14-1833,14
14-4985,14-2497,14
14-4339,14-5130,14
14-5193,14-2029,14
14-5857,14-4710,14
14-5743,14-4009,14
14-4048,14-5357,14
14-5592,14-702,14
14-5611,14-1285,14
14-3143,14-2053,14
14-2494,14-4719,14
14-2614,14-3543,14
14-3927,14-4704,14
14-5013,14-2152,14
14-1198,14-5135,14
14-3126,14-5275,14
14-2072,14-5488,14
14-642,14-4747,14
14-5105,14-5784,14
14-3868,14-3995,14
14-3489,14-3821,14
14-4468,14-4884,14
14-5458,14-4133,14
14-986,14-4459,14
14-4766,14-5505,14
14-1711,14-5529,14
14-1214,14-5769,14
14-3225,14-5360,14
14-4143,14-1689,14
14-4819,14-5449,14
14-4937,14-4168,14
14-4074,14-4103,14
14-4351,14-5102,14
14-2088,14-2733,14
14-4132,14-5755,14
14-5200,14-2763,14
14-5671,14-2277,14
14-2349,14-4798,14
14-4704,14-4734,14
14-4160,14-4439,14
14-4746,14-3895,14
14-2703,14-1752,14
14-4644,14-2332,14
14-4151,14-4655,14
14-5666,14-4664,14
14-4611,14-3721,14
14-3928,14-5638,14
14-4079,14-3702,14
14-4189,14-5236,14
14-4778,14-1218,14
14-4702,14-5607,14
14-5728,14-3664,14
14-5624,14-4007,14
14-4616,14-3517,14
14-3934,14-4536,14
14-2585,14-3037,14
14-1773,14-1112,14
14-3286,14-4210,14
14-3475,14-4360,14
14-5704,14-4599,14
14-5829,14-4894,14
14-4326,14-5853,14
14-4087,14-5354,14
14-5732,14-538,14
14-5223,14-5040,14
14-1532,14-5490,14
14-3021,14-4559,14
14-4375,14-2051,14
14-2194,14-2796,14
14-1893,14-3953,14
14-4846,14-4107,14
14-320,14-4735,14
14-5125,14-5116,14
14-4521,14-4129,14
14-5033,14-3641,14
14-4505,14-4326,14
14-2742,14-3916,14
14-5735,14-3598,14
14-2233,14-5151,14
14-4650,14-4357,14
14-4930,14-1004,14
14-2328,14-3893,14
14-3928,14-3836,14
14-3328,14-3872,14
14-2636,14-1355,14
14-3636,14-1284,14
14-5103,14-5466,14
14-4035,14-5289,14
14-5260,14-5500,14
14-2538,14-4674,14
14-5004,14-4768,14
14-3052,14-4659,14
14-4146,14-1098,14
14-3318,14-4501,14
14-5340,14-2605,14
14-3153,14-4748,14
14-3609,14-5433,14
14-4053,14-4954,14
14-3656,14-5413,14
14-5640,14-1960,14
14-5731,14-3703,14
14-3375,14-1198,14
14-2963,14-4452,14
14-2832,14-3547,14
14-5045,14-4088,14
14-4996,14-4347,14
14-2679,14-3766,14
14-5051,14-4727,14
14-5776,14-852,14
14-5758,14-5607,14
14-2126,14-3783,14
14-5678,14-4569,14
14-1248,14-1426,14
14-4968,14-2035,14
14-1362,14-5570,14
14-2448,14-3297,14
14-5103,14-4141,14
14-3860,14-3878,14
14-5148,14-5764,14
14-3133,14-2084,14
14-2585,14-1842,14
14-4533,14-3856,14
14-1079,14-2660,14
14-4501,14-4075,14
14-4258,14-5440,14
14-5237,14-5652,14
14-1957,14-4908,14
14-1229,14-4638,14
14-3637,14-5278,14
14-5561,14-1594,14
14-3944,14-4387,14
14-2762,14-3142,14
14-931,14-5579,14
14-3753,14-4134,14
14-5113,14-253,14
14-4772,14-5304,14
14-5069,14-2400,14
14-2884,14-4297,14
14-4049,14-1736,14
14-5852,14-2986,14
14-4131,14-3545,14
14-4469,14-2708,14
14-4385,14-4877,14
14-3557,14-2856,14
14-2797,14-2141,14
14-3296,14-5725,14
14-905,14-2253,14
14-3940,14-5030,14
14-3665,14-5274,14
14-2969,14-3136,14
14-2195,14-3681,14
14-2391,14-5035,14
14-4609,14-5429,14
14-4371,14-4033,14
14-4857,14-3315,14
14-1642,14-4629,14
14-3549,14-180,14
14-5552,14-5797,14
14-3498,14-5297,14
14-3390,14-2523,14
14-3927,14-3750,14
14-5761,14-3597,14
14-3914,14-4795,14
14-4294,14-5451,14
14-3756,14-265,14
14-3769,14-5326,14
14-3629,14-3294,14
14-3013,14-4990,14
14-2072,14-2939,14
14-4969,14-5758,14
14-3432,14-4562,14
14-3674,14-5684,14
14-4107,14-5771,14
14-5688,14-675,14
14-2562,14-2029,14
14-5744,14-5820,14
14-5718,14-5723,14
14-5312,14-2949,14
14-5000,14-4274,14
14-4756,14-5337,14
14-3921,14-5096,14
14-2977,14-4696,14
14-3997,14-4749,14
14-3947,14-3060,14
14-4981,14-5048,14
14-2406,14-5699,14
14-5423,14-3142,14
14-4700,14-5394,14
14-1229,14-3732,14
14-4661,14-3423,14
14-4246,14-4776,14
14-1917,14-4724,14
14-1858,14-4115,14
14-3468,14-3959,14
14-3612,14-5722,14
14-4974,14-4336,14
14-1678,14-3512,14
14-4227,14-5227,14
14-2550,14-998,14
14-4913,14-3619,14
14-4015,14-4886,14
14-1293,14-2048,14
14-1611,14-5357,14
14-2264,14-5633,14
14-4997,14-5238,14
14-1951,14-1991,14
14-2095,14-5748,14
14-5734,14-1104,14
14-1916,14-2568,14
14-2969,14-2905,14
14-5676,14-5210,14
14-5670,14-5765,14
14-3898,14-3950,14
14-2943,14-4635,14
14-5222,14-4067,14
14-2407,14-3831,14
14-574,14-5252,14
14-2033,14-5001,14
14-3875,14-5744,14
14-2335,14-1677,14
14-1064,14-5268,14
14-5702,14-3926,14
14-3247,14-1535,14
14-4020,14-5276,14
14-2702,14-3689,14
14-4127,14-3305,14
14-4116,14-5212,14
14-4409,14-4998,14
14-3738,14-5237,14
14-1734,14-2611,14
14-5790,14-5665,14
14-5745,14-4329,14
14-3515,14-1734,14
14-2936,14-2258,14
14-5770,14-2824,14
14-4750,14-2695,14
14-5189,14-5574,14
14-3497,14-3415,14
14-5446,14-3466,14
14-4466,14-3826,14
14-3224,14-3417,14
14-3061,14-3143,14
14-3923,14-4846,14
14-5382,14-4214,14
14-2476,14-2685,14
14-4402,14-5539,14
14-3185,14-4934,14
14-2968,14-1319,14
14-3957,14-2084,14
14-5596,14-5710,14
14-3346,14-1386,14
14-5706,14-4052,14
14-5346,14-4574,14
14-5241,14-3931,14
14-5012,14-5836,14
14-4573,14-5703,14
14-4492,14-1664,14
14-1464,14-5391,14
14-2680,14-2094,14
14-2696,14-2587,14
14-3626,14-4200,14
14-798,14-3457,14
14-4312,14-1957,14
14-3712,14-2437,14
14-4299,14-4849,14
14-5276,14-5700,14
14-5406,14-5030,14
14-5405,14-1481,14
14-1611,14-5067,14
14-3585,14-4148,14
14-4383,14-3711,14
14-1652,14-5526,14
14-2033,14-4240,14
14-4600,14-5332,14
14-4896,14-3174,14
14-4954,14-3760,14
14-5788,14-1598,14
14-3014,14-5157,14
14-1530,14-4267,14
14-4729,14-4293,14
14-1735,14-3090,14
14-3721,14-4848,14
14-4392,14-2138,14
14-5062,14-2892,14
14-1558,14-4240,14
14-3984,14-2617,14
14-3294,14-2807,14
14-1072,14-4657,14
14-3828,14-2600,14
14-2464,14-3867,14
14-2717,14-5676,14
14-4203,14-5685,14
14-4581,14-5782,14
14-5304,14-4932,14
14-3347,14-2493,14
14-329,14-4046,14
14-4572,14-1303,14
14-2648,14-4280,14
14-4060,14-4876,14
14-2250,14-4640,14
14-4708,14-3754,14
14-1361,14-5713,14
14-5445,14-5527,14
14-3835,14-3885,14
14-2749,14-4112,14
14-2745,14-1241,14
14-3870,14-3819,14
14-4846,14-3182,14
14-4214,14-2150,14
14-2699,14-5693,14
14-3431,14-5092,14
14-5579,14-5181,14
14-718,14-1970,14
14-4248,14-5220,14
14-3015,14-4104,14
14-3073,14-5229,14
14-5367,14-5722,14
14-3746,14-3551,14
14-5272,14-4761,14
14-5163,14-4497,14
14-121,14-5700,14
14-4617,14-1746,14
14-4635,14-2583,14
14-2954,14-1223,14
14-3188,14-3397,14
14-2925,14-4663,14
14-3561,14-4863,14
14-2659,14-5462,14
14-4407,14-4593,14
14-2491,14-3702,14
14-4809,14-4134,14
14-3712,14-2899,14
14-4041,14-4854,14
14-5085,14-5816,14
14-5698,14-1041,14
14-3331,14-5150,14
14-3847,14-4623,14
14-5227,14-2968,14
14-4404,14-5137,14
14-5836,14-4033,14
14-2352,14-5678,14
14-4704,14-2404,14
14-5639,14-4317,14
14-5779,14-5676,14
14-5834,14-5006,14
14-3357,14-4774,14
14-5027,14-3018,14
14-3462,14-4778,14
14-3430,14-4676,14
14-4442,14-5745,14
14-2300,14-4429,14
14-4298,14-4183,14
14-3247,14-423,14
14-2906,14-5452,14
14-5363,14-5211,14
14-2249,14-4954,14
14-5581,14-5152,14
14-4042,14-2061,14
14-1863,14-5571,14
14-5337,14-2424,14
14-1548,14-3253,14
14-3757,14-2989,14
14-5545,14-4195,14
14-5277,14-2242,14
14-4662,14-5540,14
14-4405,14-5499,14
14-5041,14-4970,14
14-5756,14-5375,14
14-5639,14-2821,14
14-5252,14-942,14
14-4018,14-4826,14
14-2762,14-1985,14
14-3812,14-4961,14
14-3838,14-1675,14
14-5734,14-628,14
14-3354,14-3362,14
14-2824,14-4741,14
14-5538,14-2918,14
14-5818,14-4741,14
14-3833,14-4000,14
14-3516,14-4485,14
14-3358,14-2920,14
14-1321,14-5251,14
14-3508,14-3001,14
14-4189,14-3326,14
14-2579,14-1613,14
14-5305,14-2768,14
14-515,14-4567,14
14-4867,14-3119,14
14-5034,14-5009,14
14-2080,14-4623,14
14-2669,14-4705,14
14-3285,14-4737,14
14-1781,14-5847,14
14-5146,14-3275,14
14-5142,14-3853,14
14-3146,14-2640,14
14-5379,14-1717,14
14-2176,14-3834,14
14-2199,14-4418,14
14-5540,14-4461,14
14-3095,14-4718,14
14-4914,14-4573,14
14-5827,14-3585,14
14-3573,14-5113,14
14-4496,14-5734,14
14-4873,14-5830,14
14-3497,14-2988,14
14-1568,14-4085,14
14-5710,14-863,14
14-2324,14-5181,14
14-3534,14-5138,14
14-4872,14-4277,14
14-4516,14-2485,14
14-4967,14-3516,14
14-4129,14-4331,14
14-3688,14-5571,14
14-2932,14-3700,14
14-4029,14-4548,14
14-3847,14-2871,14
14-504,14-1098,14
14-5799,14-3658,14
14-3451,14-3902,14
14-4786,14-4490,14
14-2534,14-1175,14
14-4301,14-5405,14
14-5348,14-5469,14
14-5728,14-5061,14
14-4786,14-4422,14
14-3032,14-5660,14
14-4533,14-5673,14
14-3657,14-4224,14
14-2310,14-4714,14
14-4748,14-3420,14
14-3215,14-4967,14
14-5204,14-4574,14
14-5069,14-5519,14
14-3911,14-4318,14
14-5089,14-2963,14
14-4239,14-2643,14
14-5045,14-5453,14
14-1955,14-4032,14
14-5441,14-5600,14
14-5818,14-5679,14
14-3003,14-4453,14
14-2165,14-2154,14
14-2469,14-2495,14
14-3902,14-5283,14
14-1452,14-3459,14
14-5340,14-3637,14
14-4072,14-2907,14
14-4486,14-3460,14
14-5537,14-1942,14
14-4938,14-2208,14
14-1527,14-2796,14
14-4790,14-3912,14
14-4908,14-3836,14
14-1184,14-3528,14
14-605,14-3994,14
14-3277,14-2442,14
14-3147,14-5654,14
14-3086,14-4762,14
14-4482,14-4350,14
14-4450,14-2172,14
14-5309,14-4709,14
14-4426,14-5091,14
14-4752,14-1383,14
14-4034,14-4186,14
14-4036,14-4869,14
14-5292,14-3849,14
14-2329,14-4902,14
14-2883,14-4750,14
14-4677,14-5198,14
14-1929,14-5494,14
14-5663,14-529,14
14-4070,14-4498,14
14-2985,14-4222,14
14-3976,14-5526,14
14-1710,14-2578,14
14-4741,14-4843,14
14-2875,14-2842,14
14-4358,14-645,14
14-4533,14-2475,14
14-2700,14-4401,14
14-1708,14-1053,14
14-5739,14-4402,14
14-5407,14-5804,14
14-2110,14-5448,14
14-4640,14-4598,14
14-3861,14-2567,14
14-5361,14-3758,14
14-4847,14-4582,14
14-5757,14-2649,14
14-5514,14-4238,14
14-1730,14-2457,14
14-3979,14-3835,14
14-4196,14-3497,14
14-5819,14-5417,14
14-3223,14-712,14
14-4968,14-3131,14
14-5457,14-5687,14
14-1997,14-5021,14
14-1712,14-5574,14
14-4731,14-2865,14
14-4401,14-5275,14
14-5035,14-5199,14
14-1967,14-5435,14
14-5367,14-3848,14
14-2255,14-3953,14
14-4815,14-2852,14
14-3347,14-3791,14
14-1918,14-5707,14
14-5809,14-1908,14
14-390,14-4091,14
14-4212,14-5044,14
14-2833,14-5544,14
14-3394,14-3643,14
14-5412,14-3296,14
14-5016,14-5749,14
14-5209,14-4571,14
14-2982,14-662,14
14-2864,14-4527,14
14-3638,14-4314,14
14-5834,14-4313,14
14-5012,14-2962,14
14-3010,14-3741,14
14-2747,14-4712,14
14-4687,14-2710,14
14-2495,14-5413,14
14-2449,14-5038,14
14-4575,14-3603,14
14-2496,14-4004,14
14-1372,14-1385,14
14-2599,14-4279,14
14-5805,14-3690,14
14-4562,14-4009,14
14-3174,14-5303,14
14-4405,14-2111,14
14-3629,14-2257,14
14-1340,14-4473,14
14-5154,14-1936,14
14-5275,14-4121,14
14-5761,14-5446,14
14-4585,14-5379,14
14-1424,14-813,14
14-4989,14-2873,14
14-3089,14-3334,14
14-5735,14-4477,14
14-5783,14-5027,14
14-1730,14-2727,14
14-1980,14-3220,14
14-5256,14-2760,14
14-4449,14-3290,14
14-5456,14-3240,14
14-5668,14-4761,14
14-2707,14-3143,14
14-4467,14-3607,14
14-4018,14-4162,14
14-2856,14-5565,14
14-2777,14-3941,14
14-3371,14-3828,14
14-5667,14-1574,14
14-3574,14-2901,14
14-3826,14-1493,14
14-4876,14-3733,14
14-3648,14-3444,14
14-5381,14-3703,14
14-559,14-4359,14
14-4663,14-4644,14
14-5219,14-321,14
14-1685,14-3116,14
14-3177,14-3437,14
14-2263,14-5561,14
14-5024,14-5385,14
14-5788,14-5289,14
14-1857,14-5699,14
14-2651,14-2401,14
14-4552,14-5222,14
14-4098,14-1638,14
14-1575,14-5661,14
14-3110,14-1928,14
14-5578,14-5382,14
14-5720,14-5065,14
14-4366,14-4989,14
14-2578,14-2663,14
14-4938,14-1405,14
14-2678,14-3033,14
14-3380,14-521,14
14-4317,14-4796,14
14-3672,14-4947,14
14-4992,14-3558,14
14-2960,14-4823,14
14-2139,14-4943,14
14-5692,14-5611,14
14-1381,14-4992,14
14-333,14-5512,14
14-5015,14-5451,14
14-5624,14-4877,14
14-4271,14-5250,14
14-4477,14-4920,14
14-4590,14-3653,14
14-4992,14-2457,14
14-4357,14-3014,14
14-4603,14-3960,14
14-666,14-1176,14
14-3756,14-3296,14
14-4591,14-5138,14
14-4065,14-3186,14
14-4014,14-4356,14
14-5787,14-5341,14
14-3153,14-1271,14
14-4392,14-3641,14
14-2934,14-4126,14
14-3129,14-3236,14
14-4526,14-4089,14
14-4831,14-2068,14
14-2423,14-1699,14
14-3933,14-4400,14
14-3336,14-5318,14
14-4770,14-4899,14
14-4957,14-2067,14
14-4248,14-1564,14
14-4769,14-3761,14
14-3961,14-3441,14
14-5606,14-3415,14
14-1467,14-4125,14
14-5674,14-2540,14
14-2786,14-3539,14
14-1874,14-5767,14
14-2001,14-2764,14
14-5094,14-1895,14
14-5462,14-4949,14
14-4971,14-3088,14
14-1859,14-5822,14
14-4618,14-5386,14
14-1633,14-2495,14
14-5447,14-4338,14
14-3270,14-2808,14
14-5428,14-417,14
14-1977,14-4867,14
14-5366,14-4393,14
14-4367,14-2895,14
14-4912,14-2106,14
14-2263,14-3734,14
14-5483,14-5442,14
14-3491,14-4993,14
14-1417,14-3447,14
14-5381,14-776,14
14-4825,14-4247,14
14-4927,14-4802,14
14-1583,14-5791,14
14-5048,14-3362,14
14-3394,14-4701,14
14-4621,14-2943,14
14-2783,14-3496,14
14-2098,14-2908,14
14-2303,14-3046,14
14-1915,14-2520,14
14-4703,14-4503,14
14-4660,14-3083,14
14-4650,14-2760,14
14-2414,14-3531,14
14-5684,14-5075,14
14-2130,14-3557,14
14-4758,14-2524,14
14-4319,14-4085,14
14-5805,14-5159,14
14-5686,14-4092,14
14-3167,14-5166,14
14-3527,14-1869,14
14-3828,14-5721,14
14-5802,14-4973,14
14-1683,14-4247,14
14-3528,14-4617,14
14-944,14-5451,14
14-1480,14-4803,14
14-5371,14-4802,14
14-2981,14-3089,14
14-3341,14-5222,14
14-5570,14-5010,14
14-4224,14-5852,14
14-4059,14-5700,14
14-1889,14-2846,14
14-1491,14-4461,14
14-5035,14-2013,14
14-5081,14-5363,14
14-1662,14-1962,14
14-4376,14-3592,14
14-2290,14-2103,14
14-5600,14-5267,14
14-4710,14-5364,14
14-2196,14-5175,14
14-2464,14-3571,14
14-4100,14-4097,14
14-5840,14-5251,14
14-5759,14-3434,14
14-2734,14-1241,14
14-2006,14-5475,14
14-1090,14-4375,14
14-4139,14-2959,14
14-4559,14-5794,14
14-3933,14-5518,14
14-2836,14-2849,14
14-4632,14-5435,14
14-5019,14-4372,14
14-4323,14-3135,14
14-2348,14-5860,14
14-5299,14-3648,14
14-2370,14-5269,14
14-5413,14-5280,14
14-4653,14-4581,14
14-2864,14-2954,14
14-2823,14-1953,14
14-2005,14-5538,14
14-5852,14-3064,14
14-627,14-5287,14
14-3123,14-4263,14
14-3406,14-5028,14
14-4513,14-1870,14
14-4836,14-4702,14
14-4657,14-5196,14
14-5245,14-1517,14
14-3221,14-2347,14
14-2942,14-5393,14
14-5464,14-2545,14
14-2582,14-4905,14
14-3057,14-1459,14
14-4804,14-3119,14
14-2841,14-3015,14
14-1127,14-4077,14
14-3711,14-5720,14
14-3417,14-5404,14
14-1251,14-2677,14
14-3157,14-995,14
14-5212,14-5015,14
14-2714,14-3864,14
14-4648,14-2586,14
14-3490,14-3745,14
14-2755,14-5787,14
14-4541,14-5370,14
14-1681,14-3125,14
14-930,14-856,14
14-3774,14-1468,14
14-4056,14-1247,14
14-2701,14-4466,14
14-4744,14-3427,14
14-4664,14-5856,14
14-5546,14-5457,14
14-4967,14-4046,14
14-2186,14-1708,14
14-3127,14-5067,14
14-1780,14-2907,14
14-4313,14-2768,14
